text,happy,
_com Ohhh got it. It`s the 8830 I think  I miss the Pistons  I really hope Joe D cooks up something big!,0,
 I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,1,
I think I may cry. I just sold my 97 civic. Its no longer mine.,0,
I hadn`t realised how Long it had been since I was last `tweeting`... Now I`m on here I don`t know what to say  x,0,
 have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it,0,
"  caww that sounds good, I hope you`re right",1,
_MandM Helaas.. En thanks!,1,
One lactose pill is not enough for coffee....oopse,0,
 we tried to DM you but your not following us,0,
48 days till brighton,0,
" So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it 'invalid user name or password' ?",0,
 WOOHOO!!!  My broom isnt up to standards....there is no seatbelt on mine....*whispers*  I like the Swiffer...,0,
 I have to admit at being a Colin Firth groupie at this point.,0,
 WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!,0,
_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,0,
  aw her latest ' selenagomezLast day of shooting... Goodbye Canada. ',0,
" No, a-ha is unfortunatelly from Norway. We have a big family happening and therefore we need some old hits",0,
It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!,0,
" and he`s not even fat!!!! Huh, ? He`s just friggin huge!  I have a freak.",0,
Raining...  I missed the rain so much...  I am grateful for it ;),0,
Me and the calculator made lots of little algebra babies today,0,
" But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o",0,
Happy Mothers day to all the Mom`s on there!!,1,
It`s about to rain!!,0,
" I`m a jerk...  now I can`t go out    Dammit Frank, why do I suck so bad?",0,
Good Morning Twitts! Another GloOmy day in NYC!,1,
last day off... back to work tomorrow,0,
" Hey, it`s good to see you here! Will now follow you. Would be nice to have a photo!",1,
 Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,1,
_j9 Jess just posted some hawt pics on the board J ... u should check them out...,0,
has some bad newss,0,
now going to watch the brand new episode of `The Hills`  cant wait!!,0,
  anytime..  Why ya gonna be up so late?,0,
_hope why?,0,
Im am going to send some twits to some folk...............,0,
_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st & 2nd services.,0,
I am so glad it`s Friday. I just got off work and I`m so tired.,0,
" the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",0,
Worried for my cousin and her son,0,
"is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed",0,
Happy Star Wars Day!!! May The 4th Be With You!,1,
TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day,1,
 warm and wet  spent the day carpet cleaning the yacht,0,
with red who is blue,0,
Talk at you all lates!,0,
had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,0,
" No Loic, you need to build in a scheduler that lets us post while we sleep",0,
Stu is actually SEVERLY sunburnt....it hurts!!!,0,
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,0,
 everythings fine now,1,
going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,1,
 nat has a twitter acct!,0,
"-- I won`t feel guilty and like I should be revising stuff after today, haha",1,
These days have been looking better better betterrrrrrrr.,1,
happy mother`s day!  http://bit.ly/6fGxd,1,
monday morning . lets whip out some code today,0,
ouch... head hurts,0,
There is a sadness in the air at school  but I got two awards!!,0,
Oh goody - It`s Doctor Who! Hooray for IPTV,0,
i need monies.  school is expensive.,0,
 I really haven`t got the hang of these hash tags have I?,0,
DOUGIE POYNTER REPLYED TO ME,0,
" Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",1,
" won`t be able to manage 3 nights babe, have lil ones depending on me here!!  ****",0,
So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,0,
"such a long day, heading to bed  . iloveyou <3",1,
"making more muffinsss, wheat jerm AANNNDD psyillium husk",0,
craving coffee,0,
I am trying to figure out how to use Twitter,1,
 - i can do 'Nana' or 'Nana Rocks' for you in rhinestones & do printed onesies for them 'my nana loves me',0,
_ that`s why twitter rocks!,0,
 Yeah for sure,0,
" *huggles* I don`t see all the replies right away, and my boss is hovering today. And I`m feeling pissy about life",0,
Head hurts bad,0,
 *bows*  I try...sometimes it is hard,0,
 was always told to keep sucking something like fruit gums,0,
"Well, it was very inspirative day. There`s no room for design in todays schedule, so i`m heading to bed",0,
im up  ..going to work!,0,
 Am happy to provide backup support for all murderous rampages,1,
getting impatient with the turnaround time on repairs to my (broken on arrival) new espresso machine  #fb,0,
Going to woodland hills  gna swim and drink. Makin the best of a good day. Yee,1,
" hey tom, i`m happy that you`re enjoying brazil, but i`m sad cuz i`m not goin to see you in your show",0,
Good nite everybody!  <:Baby Boy:>,1,
Has finally finished emulsioning the bathroom. Now for gloss work,0,
in rye..happy mothers day mums  ily mummy  lol,1,
oh how I miss my truck... I could have my whole place moved by now...,0,
trying to watch lost online very annoying and slow...the internet not lost,0,
already missing my biddy bops  home at mom`s for the night watching my little bro and getting some rest for my birthday party tomorrow :-D,0,
 Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i`d be running far far away!,0,
Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,1,
 I miss you,0,
playing board games!!!,0,
No more Wiffleball..  ****.,0,
 happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,1,
Is feeling a bit lonely,0,
  holla happy early mother`s day,1,
  imnot aloud to call you!but i think your awesomeily!****,1,
 I used to love you lol...so awesome...I knew you`d have an 'experience' last night,1,
 thanks! Will check next time I`m in Target. It`s over an hour away,0,
there`s a guy in my house so i can`t go downstairs with no pants,0,
Going to get some strawberries for the champagne tonight!,0,
 http://twitpic.com/48gy0 -  He`s Well Cooool ;) Lovve The Ro&Co Shoooow,1,
 OT! OT! OT!,0,
*cough cough hack hack,0,
" um, I think what I will miss the most is.. JAY LENO!!!!!!!!",0,
 Hott as Africa lol yeah its hot here too and its a big storm here,0,
 aww sorry ot hear that  least its work though!,0,
 i follow him now,0,
 they frown on us googling alcohol at work,0,
Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,0,
yea i`m gonna need to put the blunt down,0,
DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,0,
   They closed all three locations.,0,
 aww.. thanks bro!  glad I got u active on twitter!,1,
" I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",0,
 Good Morning! It`s been a while since I`ve 'talked' to you   - Keep up the awesome tweets.,1,
i`m not ready for tomorrow`s competition!,0,
  If only my writing wasn`t so scrub.,0,
 You poor thing  Hang in there. -****- luf joe,0,
In the mood for shrimp scampi but I don`t have vermouth.,0,
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",0,
Working working and working at www.redirlanda.es. Many hours spent but it worth!! Letï¿½s make Red Irlanda big,1,
 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,0,
_meaway I`m sorry hon  I know how it feels though...I`m usually crazy but at a family gathering I`d probably hold back like that also,0,
And other girls come over... And my boyfriend forgets that I`m here,0,
Really wish I could have gone to  this weekend,1,
  it wont let me vote even tho im signed in,0,
 heyy its ur bday?!!happy birthday!,1,
 that is a good pic  All the guys looked good yesterday tho..don`t ya think?,1,
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,0,
Off to church now...,0,
At the DMV,0,
squirrel! where? i hate squirrels,0,
Going off BC is making me break out.,0,
 I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,0,
i am not happy at all,0,
I miss my water cuz my well went dry,0,
getting ready to shop  birmingham here i come,0,
Ahhh I`m engulfed in shooooes. Who told me to buy so maany **** shoes,0,
' ...not academically of course. ' I miss him already,0,
Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg,1,
Sushi joint was closed  but still had a nice lunch w/ Angel!,1,
 Yes. Need to listen to sad SP-Songs,0,
I want to go see Up,0,
http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny,0,
'dream of a better world because it`s coming' -someone could live off of those words dude,1,
dev.java.net : the slowest website,0,
 i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening,0,
Rele doesnt want to leave lfpa.,0,
" why would u get in trouble with me, i did not follow the logic sorry",0,
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,1,
 agree completely. it`s all about attitude & chutzpah,1,
"Morning all. It`s Monday. Sigh. Trying to have a 1 outlook on the day, but it`s being difficult already.",0,
Well poop.  Looks like the office doesn`t have the keys.  I don`t have the keys.  Neighbors don`t have the keys.   Bike rides from now on.,0,
